job_title,resume_index,category,experience_level,match_score,resume_preview
Sales Executive,2134,PUBLIC-RELATIONS,Senior,0.1409,"         DIRECTOR OF MARKETING       Executive Profile    Catalyst for transforming an organization's vision into reality. Creative, high energy profe"
HR Manager,2106,PUBLIC-RELATIONS,Senior,0.1403,         HUMAN RESOURCES SUPERVISOR       Summary    I am a human resources & business administrator with over 10 years of progressive experience; aug
Java Developer,291,INFORMATION-TECHNOLOGY,Senior,0.1401,        EA         INFORMATION TECHNOLOGY SPECIALIST III (DRUPAL DEV)       Summary     Drupal developer with five years of experience in site buildin
HR Manager,88,HR,Senior,0.1387,         REGIONAL HR DEPUTY MANAGER       Summary    Competent HR Generalist and seasoned recruiter with an extensive background in HR Operations func
Sales Executive,1078,SALES,Senior,0.1378,"        JS         SALES REPRESENTATIVE-PSR       Summary     Customer-oriented, strategic-thinking Sales and Management Professional with over 10+ ye"
HR Manager,82,HR,Senior,0.1377,"         HR EMPLOYEE RELATIONS SPECIALIST       Summary    Dedicated and self-motivated professional with experience in providing outstanding support
"
Java Developer,2027,CONSTRUCTION,Mid,0.1375,"         QA / QC MANAGER       Summary    QA / QC Manager Qualification Highlights
Current Certifications
Job	
21 years' experience in the Oil and Gas"
Java Developer,2211,BANKING,Senior,0.1369,"       BUSINESS ANALYST SR. TECHNICAL BUSINESS ANALYST         Highlights          C, C++, core java  Back Ends			: Oracle 9i, 10g, 11gRII,MS SQL Serv"
Sales Executive,590,BUSINESS-DEVELOPMENT,Senior,0.1368,         SENIOR BUSINESS DEVELOPMENT MANAGER           Executive Profile     Experienced sales executive focused on helping others unlock their untapp
Sales Executive,1660,APPAREL,Senior,0.1366,         SR. MERCHANDISING AUDIENCE LEAD MICROSOFT US ONLINE STORE       Summary     Sr. E-commerce Merchandiser specializing in audience program deve
Data Scientist,361,TEACHER,Senior,0.1359,"         TEACHER       Summary      Experienced, detail-oriented Program Manager with excellent communication, problem solving and strategic planning "
Sales Executive,640,BUSINESS-DEVELOPMENT,Senior,0.1358,         BUSINESS DEVELOPMENT CONSULTANT           Summary    Strategic Business Development Executive Entrepreneurial and strategic sales and busines
Data Scientist,349,TEACHER,Senior,0.1351,"         TEACHER           Summary    Highly ethical, dependable, and diligent expert in the Curriculum Development field.      Highlights          Cu"
HR Manager,83,HR,Senior,0.135,"         TERRITORY HR MANAGER       Executive Profile     Territory Human Resource Manager offering outstanding presentation, communication and cross-"
HR Manager,109,HR,Senior,0.135,"         HR CONTACT CENTER SPECIALIST       Summary    Forward-thinking professional with various experience in human resources, sales, customer servi"
HR Manager,1144,CONSULTANT,Senior,0.1347,         CONSULTANT         Highlights           Employee relations     Performance management strategies   Excellent interpersonal and coaching skill
Network Engineer,2469,AVIATION,Senior,0.1346,         PERSONNEL SECURITY SPECIALIST       Summary     Dedicated Security Specialist professional that possess and excutes a broad knowledge of divi
HR Manager,78,HR,Senior,0.1344,         ASSISTANT MANAGER - HR            www.linkedin.com/in/sumankumari725b9236         Professional Summary     Looking for a challenging position
Sales Executive,1661,APPAREL,Senior,0.1339,"         SENIOR PRODUCT DEVELOPMENT MANAGER       Summary      PRODUCT DEVELOPMENT, SOURCING AND RETAIL PROFESSIONAL            
Respected Retail Prof"
Sales Executive,239,INFORMATION-TECHNOLOGY,Senior,0.1334,"         VP OF INFORMATION TECHNOLOGY       Executive Profile    A results oriented technology leader with over 18 years of IT experience, 8 years of "
HR Manager,985,BPO,Senior,0.1334,         SR. CAMPUS RECRUITER           Summary     Solutions and results driven professional with over 10 years of high volume recruitment experience
Java Developer,662,BUSINESS-DEVELOPMENT,Senior,0.133,         BUSINESS DEVELOPMENT EXECUTIVE       Summary    Process oriented Data Analyst and Delivery Lead with 5+ years proven track record of analyzin
Sales Executive,853,FITNESS,Senior,0.1321,         ACCOUNT EXECUTIVE       Summary     Exceptional Sales Professional who consistently achieves annual sales objectives and increases the overal
Sales Executive,1230,DIGITAL-MEDIA,Senior,0.1311,         DIGITAL MEDIA CONSULTANT       Summary     Dynamic and results-driven Outside Sales and Territory Manager with over 15 years of successful ne
Network Engineer,1117,CONSULTANT,Senior,0.131,"         IT CONSULTANT       Career Overview     Network administration veteran with extensive experience  building, improving, supporting and archite"
Network Engineer,321,INFORMATION-TECHNOLOGY,Senior,0.1304,         SYSTEM ADMINISTRATOR             Experience        03/2009      Company Name          21674	SKSIT Security and the Wireless Environment	     
HR Manager,790,HEALTHCARE,Senior,0.13,         STAFFING MANAGER       Professional Summary     s well to change and possesses extensive expert knowledge of human resources employment proce
HR Manager,1911,ACCOUNTANT,Senior,0.1299,         PAYROLL ACCOUNTANT       Summary     Has a strong work ethic with over 7+ years working in a fast paced environment providing high level supp
Data Scientist,337,TEACHER,Senior,0.1297,"         TEACHER         Professional Summary     Master teacher looking for new role and Industry. I'm looking to leverage the valuable skills, knowl"
Sales Executive,1037,SALES,Mid,0.1296,"         SALES SPECIALIST           Objective    To
obtain a position in a challenging environment that presents the opportunities
for growth and know"
Sales Executive,786,HEALTHCARE,Senior,0.1296,"         DIRECTOR, COMPOUNDING SALES SPECIALIST           Professional Summary    Highly organized and talented sales
professional who effectively mul"
Sales Executive,989,BPO,Senior,0.129,         GENERAL MANAGER AND BOARD MEMBER       Executive Profile    High performing Customer Relationship Management / BPO executive with proven expe
Network Engineer,1608,APPAREL,Senior,0.1288,         IT COMPLIANCE AUDITOR       Career Overview     I offer 15 years' experience in various areas of the Information Technology Field. Including 
Sales Executive,713,HEALTHCARE,Senior,0.1288,         DIRECTOR OF NATIONAL SALES- US. HEALTHCARE           Executive Profile     SALES AND BUSINESS DEVELOPMENT EXECUTIVE Successful in sales manag
Network Engineer,234,INFORMATION-TECHNOLOGY,Senior,0.1285,         INFORMATION TECHNOLOGY SPECIALIST/SYSTEM ANALYSIS           Summary     I have over 10 years of professional service in Information Technolog
Sales Executive,1081,SALES,Senior,0.1278,         SALES ASSOCIATE           Summary     Dedicated Sales Associate offering  [Number]  years of success in fostering quality shopping experience
Sales Executive,865,FITNESS,Senior,0.1274,"         OWNER/OPERATOR       Summary     Business development expert and top sales performer with 12+ years experience in Texas, California, and Okla"
Sales Executive,1124,CONSULTANT,Senior,0.1273,         CONSULTANT           Career Overview    Vidya is a Graduate in Computer Science with over 9 years of professional experience in Customer Rela
Sales Executive,834,FITNESS,Senior,0.1265,"         VICE PRESIDENT       Executive Profile    Manufacturing and Operations Executive proficient in the design and development of Lean operations,"
Java Developer,1348,AUTOMOBILE,Senior,0.1263,"        Highlights          Prog. Languages:          C (5+ yrs), Python (3+ yrs), Java (3+ yrs), MATLAB (Simulink) (5+ yrs), R (2 yrs), Processing (2"
Sales Executive,666,BUSINESS-DEVELOPMENT,Senior,0.1262,         BUSINESS DEVELOPMENT MANAGER       Summary    Seeking an Account Manager role that offers a vibrant workplace where I can use my 13 years of 
Data Scientist,220,INFORMATION-TECHNOLOGY,Senior,0.1259,         INFORMATION TECHNOLOGY INSTRUCTOR       Summary    Seventeen years experience in the information technology field. Seven years experience in 
Java Developer,1194,CONSULTANT,Senior,0.1255,         CONSULTANT       Summary    Media Planner and Media Buyer roles handled in the adverstising industry with a total work experience of 4+ years
Sales Executive,1912,ACCOUNTANT,Senior,0.1241,"         SENIOR ACCOUNTANT           Experience      Senior Accountant  ,     01/2019   to   Current     Company Name   –   City  ,   State      Work "
HR Manager,1606,APPAREL,Senior,0.1236,         SUBSTITUTE TEACHER           Summary    Seeking an Administrative position where my professional experience and education will allow me to ma
HR Manager,869,FITNESS,Senior,0.123,         CUSTOMER CARE REPRESENTATIVE       Professional Summary    Expert communicator with strong conflict resolution skills. Extensive background i
Java Developer,310,INFORMATION-TECHNOLOGY,Senior,0.1227,"         CONSULTANT         Experience      Consultant  ,     05/2017   to   Current     Company Name   –   City  ,   State      Managed project sched"
Sales Executive,1220,CONSULTANT,Senior,0.1225,         BUSINESS CONSULTANT       Professional Summary     IT Business/Sales/Operations position where my experience and technical knowledge can cont
HR Manager,1476,FINANCE,Mid,0.1225,"         FINANCE           Summary     Finance focal driven to improve morale, decrease turnover and improve productivity. Background in leadership de"
Data Scientist,1764,ENGINEERING,Senior,0.1224,         THERMAL ENGINEERING INTERN       Summary      Graduating Ph.D. candidate with a research focus on developing large-scale computational models
Sales Executive,1640,APPAREL,Senior,0.1222,"         ACCOUNT MANAGER/BUSINESS DEVELOPMENT           Experience      Account Manager/Business Development  ,     07/2018   to   07/2019     Company"
Sales Executive,688,HEALTHCARE,Senior,0.1221,         HIGHLY ACCOMPLISHED HEALTHCARE ANALYST         Professional Summary    Financial Expert providing strategies to improve Revenue Cycle Managem
Sales Executive,1050,SALES,Senior,0.1214,"         SALES DIRECTOR       Summary     

To continue my career with an
organization that will utilize my management, supervision and administrative"
HR Manager,8,HR,Senior,0.1213,"         HR SPECIALIST       Summary    Possess 15+ years of experience as an HR Classification/Compensation Lead and as an HR Specialist, Recruitment"
Sales Executive,600,BUSINESS-DEVELOPMENT,Senior,0.1209,         DIRECTOR OF BUSINESS DEVELOPMENT         Summary     Dedicated and driven sales and marketing strategist with 8+ years' experience in cloud s
Sales Executive,1023,SALES,Senior,0.1206,         SALES REPRESENTATIVE; SALES MANAGEMENT       Summary     I am submitting this resume to you because I am interested in the job opening that y
Sales Executive,611,BUSINESS-DEVELOPMENT,Senior,0.1203,         BUSINESS DEVELOPMENT EXECUTIVE         Summary    Results driven sales professional with an exemplary record of developing strategic initiati
Network Engineer,219,INFORMATION-TECHNOLOGY,Senior,0.1201,         INFORMATION TECHNOLOGY SUPERVISOR       Summary    Seeking a position as an Information Technology Specialist. Over 5 years of information te
Network Engineer,2314,ARTS,Senior,0.1197,         I.T. SUPPORT TECHNICIAN/SPECIALIST       Career Overview     I have Over 20 years' experience working with customers\users through Martial Ar
Data Scientist,1766,ENGINEERING,Senior,0.1192,         INDUSTRIAL ENGINEERING INTERN           Summary     Seeking for full time position where I can apply my technical knowledge & skills for cont
HR Manager,98,HR,Senior,0.1183,         HR SERVICES REPRESENTATIVE       Summary     A multi-skilled professional with good all-round HR imformatory skills. Very capable with an abi
HR Manager,1060,SALES,Senior,0.1182,"         SALES EXECUTIVE       Summary    SALES EXECUTIVE Results driven, customer centered sales executive with 24 plus years of experience in differ"
Sales Executive,629,BUSINESS-DEVELOPMENT,Senior,0.1176,         BUSINESS DEVELOPMENT SPECIALIST       Professional Overview     Results-oriented Sales and Business Development leader with Technical Backgro
HR Manager,84,HR,Senior,0.1173,         GENERAL HR ASSISTANT/OFFICE ASSISTANT       Summary    Effective communicator and team leader with excellent time management skills. Familiar
HR Manager,107,HR,Senior,0.1172,         HR VOLUNTEER ASST. MANAGER       Professional Summary     I am dedicated to every project I have worked on with strong undergraduate and grad
Network Engineer,317,INFORMATION-TECHNOLOGY,Senior,0.1171,         PROJECT MANAGER       Summary     Technical Support Professional skilled at resolving complex customer service issues in a timely manner. Enj
Sales Executive,988,BPO,Senior,0.1169,         BUSINESS ACCOUNT LEAD           Executive Profile     Strong Service  Delivery & Operations Management  experience with significant exposure 
Java Developer,738,HEALTHCARE,Senior,0.1167,         PROJECT MANAGER         Professional Summary     Accomplished Information technology professional with 20 years of experience in the software
Sales Executive,1781,ENGINEERING,Senior,0.1166,"         ENGINEERING PROJECT MANAGER           Experience      Engineering Project Manager  ,     05/2015   to   07/2017     Company Name   –   City  "
Data Scientist,1303,DIGITAL-MEDIA,Mid,0.1162,"         SENIOR DIGITAL MARKETING ANALYST       Summary    Highly analytical and process-oriented data analyst with in-depth knowledge of 
marketing p"
HR Manager,36,HR,Senior,0.1161,         HR GENERALIST           Summary     Human Resource Manager adding value by contributing to company growth and profitability. Trusted adviser 
HR Manager,997,SALES,Senior,0.1161,"         SALES       Summary     General Sales Manager offering 17-year background in sales and customer service, as well   as leading a cohesive team"
Sales Executive,972,BPO,Senior,0.1158,"         DIRECTOR OF OPERATIONS, BPO       Executive Summary     Results-Focused management professional offering 15 years of progressive leadership e"
Sales Executive,1261,DIGITAL-MEDIA,Senior,0.1154,"         EXEC DIRECTOR OF SALES, CONSULTANT, STRATEGIST           Executive Profile     10+ year proven track record in Digital, Mobile, and Social, B"
Java Developer,1735,ENGINEERING,Senior,0.115,         ENGINEERING SUPERVISOR         Summary    I am a Mechanical Engineer with 8 years of product design experience with an emphasis on non-metall
Sales Executive,609,BUSINESS-DEVELOPMENT,Senior,0.115,"         BUSINESS DEVELOPMENT MANAGER       Sales & Account Professional     Highly experienced Senior Account Manager, focused on maximizing sales an"
HR Manager,62,HR,Senior,0.1148,         HR SPECIALIST         Highlights          Staffing and recruiting professional  Interviewing expertise  Recruiting  Personnel records mainten
Data Scientist,2333,ARTS,Senior,0.1145,"         PROJECT COORDINATOR ASSOCIATE       Professional Summary     CES Talent Management Associate successful at designing company-wide onboarding,"
Sales Executive,598,BUSINESS-DEVELOPMENT,Senior,0.1143,         BUSINESS DEVELOPMENT MANAGER/PROGRAM DIRECTOR           Executive Profile    Marketing   and   sales   executive   who   thrives   in   energ
Network Engineer,695,HEALTHCARE,Senior,0.1143,         TECHNICAL IT HEALTHCARE CONSULTANT       Professional Summary    Experience Technical Consultant building enterprise-class IT systems for a r
Sales Executive,657,BUSINESS-DEVELOPMENT,Senior,0.1141,         BUSINESS DEVELOPMENT CONSULTANT       Summary    Experienced Life Science Sales and Marketing specialist with track record in growing custome
Network Engineer,278,INFORMATION-TECHNOLOGY,Senior,0.1141,         INFORMATION TECHNOLOGY MANAGER         Summary    Experienced Information Technology Manager committed to maintaining innovative technical sk
Sales Executive,1610,APPAREL,Senior,0.114,         SALES CONSULTANT           Summary    Talented sales professional who effectively multi-tasks and balances customer needs with company demand
Sales Executive,644,BUSINESS-DEVELOPMENT,Senior,0.114,"         BUSINESS DEVELOPMENT MANAGER       Professional Summary    Experienced, driven and successful Sales Professional recognized for consistently "
HR Manager,41,HR,Senior,0.1131,         HR EXECUTIVE       Professional Summary    Forward-thinking HR Generalist highly effective at adapting to evolving market plans and the needs
Network Engineer,1166,CONSULTANT,Senior,0.1122,         CONSULTANT         Skills          Assessment  Project Management - Consult with clients to gain detailed information used to develop compreh
HR Manager,1344,AUTOMOBILE,Senior,0.112,         SR BUSINESS SYSTEMS ANALYST       Career Overview    Motivated and customer-oriented Systems Analyst with strong Analytical and technical ski
HR Manager,91,HR,Senior,0.1118,"         VOLUNTEER HR -IVOLUNTEER       Summary    Sponsorship not required to work in the US A successful Human Resources Professional, with a Master"
HR Manager,93,HR,Senior,0.1108,         HR & SAFETY MANAGER           Summary    Human Resources Manager Certified Professional in Human Resources (PHR) Extensive background in huma
Sales Executive,733,HEALTHCARE,Senior,0.1104,"         RECRUITER, TAX EXEMPT MARKETS         Professional Summary    Experienced recruitment professional driven by a passion for uncovering top tal"
Data Scientist,2390,AVIATION,Senior,0.1103,"         AVIATION FUEL QUALITY CONTROL SPECIALIST       Professional Summary    A dynamic, results-oriented, and highly talented in Process Technology"
Sales Executive,566,BUSINESS-DEVELOPMENT,Senior,0.1103,         SALES AND BUSINESS DEVELOPMENT           Executive Summary     Sales management professional with over  15  years in business and management 
Sales Executive,676,BUSINESS-DEVELOPMENT,Senior,0.1101,         BUSINESS DEVELOPMENT MANAGER       Professional Summary     Served as resourceful and self directed business development manager. Defined and
Data Scientist,315,INFORMATION-TECHNOLOGY,Senior,0.1101,"         WORKING         RF SYSTEMS ENGINEER             Qualifications        Microsoft office/Office for Mac, pages, numbers, keynote · RF/Microwave"
Data Scientist,154,DESIGNER,Senior,0.1099,"         INSTRUCTIONAL DESIGNER         Summary    Dedicated, efficient, and versatile professional credited with combining project management and dat"
Sales Executive,737,HEALTHCARE,Senior,0.1094,"         DIRECTOR, CLINICAL RESEARCH OPERATIONS & MEDICAL SCIENCE LIAISON         Summary     Accomplished and results-driven business development pro"
Java Developer,672,BUSINESS-DEVELOPMENT,Senior,0.1089,         BUSINESS DEVELOPMENT INTERN       Summary    Obtain a position in analytics or data science in which I can enable data-driven decision-making
Java Developer,2395,AVIATION,Senior,0.1088,         SOFTWARE ENGINEERING CO-OP       Summary    Highly skilled  and Accomplished computer software specialist with more than 7+ years of technica
Sales Executive,573,BUSINESS-DEVELOPMENT,Senior,0.1088,         BUSINESS DEVELOPMENT MANAGER       Summary      Business Development Manager & Talent Acquisition Specialist equipped with the excellent nego
Network Engineer,1695,ENGINEERING,Senior,0.1086,         TEST ENGINEERING       Profile    I am seeking the challenging position with a technology company that will allow me to apply and enhance my 
Sales Executive,1092,SALES,Senior,0.1084,"         TIMESHARE SALES       Summary     I am extremely confident that my skills, mentorship, education and experience will set me apart from the re"
Data Scientist,753,HEALTHCARE,Senior,0.1084,"         DIRECTOR, QUALITY IMPROVEMENT NETWORK FACILITATION           Professional Background    Highly accomplished registered- nurse with more than "
Network Engineer,222,INFORMATION-TECHNOLOGY,Senior,0.1083,           Christopher    Townes         Summary     Knowledgeable Information Technology Specialist capable of setting up and optimizing workstations
Sales Executive,1060,SALES,Senior,0.1081,"         SALES EXECUTIVE       Summary    SALES EXECUTIVE Results driven, customer centered sales executive with 24 plus years of experience in differ"
Sales Executive,1461,CHEF,Senior,0.1076,"         BUSINESS MANAGER         Experience      Business Manager  ,     07/2008   to   Current     Company Name   –   City  ,   State      Devise an"
Sales Executive,579,BUSINESS-DEVELOPMENT,Senior,0.1076,         SR. BUSINESS DEVELOPMENT MANAGER         Professional Summary     Highly organized sales professional with 12 years of inside and outside sal
Sales Executive,1899,ACCOUNTANT,Senior,0.1072,         PRINCIPAL ACCOUNTANT       Summary     Capable Accountant successful at managing multiple projects and consistently meeting deadlines under p
Java Developer,120,DESIGNER,Senior,0.1071,"         WEBSITE DESIGNER         Summary     Software developer well-versed in the entire workflow for developing and implementing websites, includin"
Data Scientist,416,TEACHER,Senior,0.1068,"       Kimberly  Fisheli       Summary     Dedicated and responsive Special Education Teacher with proven skills in classroom management, behavior mod"
HR Manager,427,TEACHER,Senior,0.1066,"         SUBSTITUTE TEACHER       Summary     Receiving an education on Psychology and pursuing my teaching certification,ha been the best professiona"
Sales Executive,1235,DIGITAL-MEDIA,Senior,0.1063,         SOCIAL ENGAGE SALES       Summary    My Current role represents Komli's entire social media business across Thailand. I take Komli's social o
HR Manager,830,FITNESS,Senior,0.1063,         HUMAN RESOURCES MANAGER          www.linkedin.com/in/theealimuniz         Professional Summary     Dedicated Human Resource Manager with hand
Data Scientist,2396,AVIATION,Senior,0.1058,"         MECHANICAL ENGINEER       Summary     5 years and 9 months experience as Mechanical Engineer in the operation and maintenance of boilers, swi"
Network Engineer,295,INFORMATION-TECHNOLOGY,Senior,0.1056,         VICE PRESIDENT INFORMATION TECHNOLOGY INFRASTRUCTURE OPERATIONS         Summary    Results-driven IT executive management professional with 2
Network Engineer,1157,CONSULTANT,Senior,0.1052,"        Qualifications        Microsoft Office Specialist, Symantec Endpoint Protection, Symantec Backup Exec., A+, Network+; Expert use of Service Ma"
Sales Executive,570,BUSINESS-DEVELOPMENT,Senior,0.105,         BUSINESS DEVELOPMENT ANALYST           Executive Profile     Business Analyst and Project Manager with specialization in IT Systems well vers
HR Manager,1792,ENGINEERING,Senior,0.1044,"         ENGINEERING OFFICE CLERK           Experience      Engineering Office Clerk  ,     01/2018   to   01/2019     Company Name   –   City  ,   St"
Data Scientist,125,DESIGNER,Senior,0.104,         INSTRUCTIONAL DESIGNER         Summary     Motivating and talented Instructional Designer driven to inspire students to pursue academic and p
HR Manager,1513,FINANCE,Senior,0.1039,         FINANCE COORDINATOR       Summary    To acquire a position that will grant me the opportunity to contribute to the efficient operation of a f
Sales Executive,673,BUSINESS-DEVELOPMENT,Senior,0.1036,"         DIRECTOR, BUSINESS DEVELOPMENT           Executive Profile     Passionate sales executive and recognized, respected leader.  Forward and crea"
Sales Executive,621,BUSINESS-DEVELOPMENT,Senior,0.1036,"         BUSINESS DEVELOPMENT DIRECTOR       Summary     I collaborate with multiple stakeholders to determine audience needs, quickly developing stra"
Java Developer,296,INFORMATION-TECHNOLOGY,Senior,0.1035,"         INFORMATION TECHNOLOGY SPECIALIST INFORMATION SECURITY OFFICER           Profile     blah, blah       Core Qualifications           Oracle Ce"
Sales Executive,777,HEALTHCARE,Senior,0.1032,"         MARKETER / ADMINISTRATOR         Professional Summary    Administrative, Healthcare & Pharmaceutical Sales
Dedicated and motivated profession"
Sales Executive,1254,DIGITAL-MEDIA,Senior,0.103,         DIRECTOR OF NEW BUSINESS DEVELOPMENT       Executive Profile      B2B & B2C MARKETING & SALES | STRATEGIC BUSINESS DEVELOPMENT | INTEGRATED M
Network Engineer,279,INFORMATION-TECHNOLOGY,Senior,0.1028,         INFORMATION TECHNOLOGY SPECIALIST           Professional Profile    To continue work in the Information Technology field while developing my 
Network Engineer,270,INFORMATION-TECHNOLOGY,Senior,0.1028,         DIRECTOR OF INFORMATION TECHNOLOGY       Summary    I am a solutions-oriented professional with solid experience in various IT environments. 
Java Developer,2105,PUBLIC-RELATIONS,Senior,0.1028,"         ASSOCIATE DIRECTOR       Interests    World Endeavors International Volunteer Program, Northern Thailand        April-May 2006 Assisted Thai "
HR Manager,2096,PUBLIC-RELATIONS,Senior,0.1027,         HUMAN RESOURCES ADMINISTRATIVE ASSISTANT/EXECUTIVE ASSISTANT           Career Focus     Ambitious professional driven to launch a career in t
Sales Executive,661,BUSINESS-DEVELOPMENT,Senior,0.1025,         BUSINESS DEVELOPMENT ASSOCIATE       Summary    I appreciate your time!  I am a high performing and advanced sales professional of 10 years t
Sales Executive,316,INFORMATION-TECHNOLOGY,Senior,0.1025,"         BUSINESS SYSTEMS ANALYST I           Qualifications        TECHNICAL SKILLS: Business Applications: SAP Web Intelligence, Informatica Data Ex"
Network Engineer,2316,ARTS,Senior,0.1023,         FIELD SUPPORT SPECILIST         Summary     Technology support representative providing workstation and application support. Provides end-use
HR Manager,1460,CHEF,Senior,0.1022,         TRAINING & DEVELOPMENT SPECIALIST/HR         Summary    Seeking to obtain a position within Human Resource Management where my acquired skill
HR Manager,10,HR,Senior,0.1021,"         HR ASSISTANT       Summary    Highly motivated, and a dynamic Human Resources professional with diverse credentials seeking a position with a"
Java Developer,153,DESIGNER,Entry,0.1021,"         FLORAL DESIGNER           Skills    Billings, cash handling, cashier, creativity, Customer Service, Magic, pick, POS      Experience         "
Sales Executive,645,BUSINESS-DEVELOPMENT,Senior,0.1019,         BUSINESS DEVELOPMENT SPECIALIST/AE       Professional Summary    I am an exceptionally creative and results-driven marketing professional wit
Network Engineer,326,INFORMATION-TECHNOLOGY,Senior,0.1019,         IT DIRECTOR               Accomplishments      CXA- 206-1 | Citrix XenApp 6.5 Basic Administration; IT Security Essentials; Spiceworks 101: F
Sales Executive,637,BUSINESS-DEVELOPMENT,Senior,0.1018,"         SENIOR BUSINESS DEVELOPMENT MANAGER           Summary     Business development professional experienced in sales management, marketing and ap"
HR Manager,64,HR,Senior,0.1017,         HR MANAGER       Summary     HR Coordinator motivated to create collaborative team environment by using  background in the organization of em
Sales Executive,585,BUSINESS-DEVELOPMENT,Mid,0.1015,"         BUSINESS DEVELOPMENT EXECUTIVE       Summary    Accomplished sales professional with 20 years of business development and account
management "
Sales Executive,582,BUSINESS-DEVELOPMENT,Senior,0.1011,"         FOUNDER, BUSINESS DEVELOPMENT DIRECTOR         Skills          Salesforce  PowerPoint  Cloud Document  Word  Publisher          Management  E"
Sales Executive,2015,CONSTRUCTION,Mid,0.101,         CAR SALESMAN             Summary of Skills          Administration and Management  Customer and Personal Service  Judgment and Decision Makin
Data Scientist,357,TEACHER,Senior,0.1009,"         TEACHER       Summary         Kind, compassionate and highly motivated Teacher dedicated to creating an atmosphere that is stimulating and en"
Sales Executive,1224,CONSULTANT,Senior,0.1006,"         MARKETING CONSULTANT           Summary     Value Creator, Marketing Executive:  Versatile strategic leader with over 15 years in corporate ma"
Network Engineer,986,BPO,Senior,0.1006,         NOC ENGINEER       Summary    To work for professional organization that gives an opportunity for growth and to contribute value based manage
Network Engineer,242,INFORMATION-TECHNOLOGY,Senior,0.1004,         ADMINISTRATOR OF INFORMATION TECHNOLOGY         Summary    Advanced Desktop Support Lead/Manager with 14 plus years of experience in the Info
HR Manager,565,BUSINESS-DEVELOPMENT,Senior,0.1003,         BUSINESS DEVELOPMENT MANAGER/STAFFING MANAGER       Professional Summary     Innovative Manager seeks position offering opportunities for new
Network Engineer,953,AGRICULTURE,Senior,0.1002,"         LEAD SENIOR SAP AUDITOR           Career Focus     Insightful, results-driven IT professional and CISSP with 6 years of risk assurance adviso"
